EntityNumber,Language,TypeOfDenomination,Denomination
1001.992.479,2,1,LADIES CLUB BELGIUM
1002.004.753,2,1,Codiify
1002.036.130,2,1,PURP3R
1002.062.359,2,1,THE BLUE STAR A&A
1002.081.264,2,1,DAILY FRIENDS
1002.095.023,2,1,Rihan C
1002.160.448,2,1,HTMKFRMS
1002.162.230,2,1,RH ORAN DENTAL
1002.278.135,2,1,SLAYEH
1002.336.434,2,1,RIF MOMO EXPRESS
1002.348.114,2,1,Cornerstone Digital
1002.356.230,2,1,MIXIM Studio
1002.491.238,2,1,AFGHAN PALACE
1002.584.773,2,1,MATTERHORN HOUSING
1002.615.952,2,1,Plenty
1002.638.025,2,1,Tessa Van Hemelryck
1002.671.578,2,1,El Sol
1002.686.723,2,1,"""Vereniging van Mede-eigenaars van het gebouw gelegen te 2060 Antwerpen, Schijnpoortweg 11/11A."""
1002.697.017,2,1,"Deelvereniging van Mede-eigenaars van het gebouwencomplex 'Residentie BOUWBLOK 1014 met bijhorende parking gelegen te 2060 Antwerpen, Lange Lobroekstraat/Kalverstraat - deelgebouw ""RES A1"""
1002.701.470,2,1,"Deelvereniging van Mede-eigenaars  'Residentie BOUWBLOK 1014 met bijhorende parking gelegen te 2060 Antwerpen, Lange Lobroekstraat/Kalverstraat-deelgebouw ""RESIDENTI B1"""
1002.732.946,2,1,VERSVIS
1002.757.591,2,1,"Deelvereniging van Mede-eigenaars  'Residentie BOUWBLOK 1014 met bijhorende parking gelegen te 2060 Antwerpen, Lange Lobroekstraat/Kalverstraat-deelgebouw ""RESIDENTIE A2"""
1002.758.878,2,1,"Deelvereniging van Mede-eigenaars  'Residentie BOUWBLOK 1014 met bijhorende parking gelegen te 2060 Antwerpen, Lange Lobroekstraat/Kalverstraat-deelgebouw ""RESIDENTIE B2"""
1002.759.472,2,1,"Deelvereniging van Mede-eigenaars  'Residentie BOUWBLOK 1014 met bijhorende parking gelegen te 2060 Antwerpen, Lange Lobroekstraat/Kalverstraat-deelgebouw ""RESIDENTIE A3"""
1002.759.967,2,1,"Deelvereniging van Mede-eigenaars  'Residentie BOUWBLOK 1014 met bijhorende parking gelegen te 2060 Antwerpen, Lange Lobroekstraat/Kalverstraat-deelgebouw ""RESIDENTI C2"""
1002.770.261,2,1,FUJI FOOD
1002.771.746,2,1,"Deelvereniging van Mede-eigenaars  'Residentie BOUWBLOK 1014 met bijhorende parking gelegen te 2060 Antwerpen, Lange Lobroekstraat/Kalverstraat - deelgebouw PARKING-verdieping-1"
1002.772.142,2,1,"Deelvereniging van Mede-eigenaars  'Residentie BOUWBLOK 1014 met bijhorende parking gelegen te 2060 Antwerpen, Lange Lobroekstraat/Kalverstraat-deelgebouw ""RESIDENTI C3"""
1002.772.439,2,1,"Hoofdvereniging van Mede-eigenaars van het complex 'RESIDENTIE BOUWBLOK 1014 met bijbehorende Parking te 2060 Antwerpen, Lange Lobroekstraat/Kalverstraat - algemene gemeenschappelijke delen"
1002.773.528,2,1,"Deelvereniging van Mede-eigenaars  'Residentie BOUWBLOK 1014 met bijhorende parking gelegen te 2060 Antwerpen, Lange Lobroekstraat/Kalverstraat-deelgebouw ""RESIDENTI C1"""
1002.787.186,2,1,"Vereniging van mede-eigenaars Residentie 'Viaduct-Dam 5' te 2060 Antwerpen, Viaduct-Dam5"
1002.814.308,2,1,SALEH
1002.838.557,2,1,TEDLEC
1002.920.117,2,1,JB Hillewaert
1002.936.547,2,1,Mekady
1002.949.712,2,1,MBB FASTFOOD
1002.962.479,2,1,De Siroperie
1002.975.050,2,1,Safi Partners
1003.011.177,2,1,"Vereniging van Mede-eigenaars van het appartementsgebouw ""Richardstraat 36"" gelegen te 2060 Antwerpen, Richardstraat 36"
1003.024.936,2,1,ABAZLY HOME
1003.114.216,2,1,SPINGHAR PLACE
1003.127.181,2,1,MAROU ECOM
1003.128.369,2,1,Arya Restaurant
1003.175.582,2,1,"Vereniging van Mede-eigenaars van het gebouw Bisschopstraat 50 gelegen te 2060 Antwerpen, Bisschopstraat 50"
1003.177.463,2,1,NOVA VISTA
1003.270.208,2,1,Rich Content
1003.284.262,2,1,Studio Cee
1003.357.607,2,1,Studio Sozo
1003.363.248,2,1,MEANDRA
1003.395.813,2,1,Julien Grégoire
1003.575.163,2,1,Antwerp City Carwash
1003.874.279,2,1,Apollo Producties
1003.874.279,2,2,Apollo
1003.914.366,2,1,Datahuis
1003.955.245,2,1,Juicy Burger
1004.123.412,2,1,FANTINA
1004.278.612,2,1,Beliën Consultancy
1004.335.723,2,1,Living Storybook
1004.348.688,2,1,FRANCOIS VAN UFFELEN
1004.391.646,2,1,ABUZANOONA
1004.458.061,2,1,PURE AGENCY
1004.473.503,2,1,ARIE Belgium Cultural Organization
1004.481.916,2,1,Radiantly Alive
1004.502.207,2,1,Khan Reshad
1004.623.852,2,1,"Vereniging van Mede-eigenaars ""POLLEPEL 10"" gelegen te 2060 Antwerpen, Pollepelstraat 10"
1004.654.635,2,1,FOSH
1004.815.773,2,1,UBAY-CAR
1004.904.261,2,1,Alexander Mc Intosh
1004.908.419,2,1,Al Moltazam Rahma
1004.935.440,2,1,"Vereniging van Mede-eigenaars van de Residentie te 2060 Antwerpen, Lange Lobroekstraat 53-55"
1004.991.264,2,1,"Vereniging van Mede-eigenaars 'Somméstraat 21-23' gelegen te 2060 Antwerpen, Somméstraat 21-23"
1005.016.703,2,1,Hearwood
1005.201.201,2,1,MT RENOV & services
1005.231.388,2,1,Defiant
1005.241.781,2,1,Sana
1005.248.612,2,1,VZW Salonbabbel Spoor Noord
1005.250.194,2,1,AYA EUROSHOP
1005.361.844,2,1,CBEC
1005.376.393,2,1,Disco Naïveté
1005.388.469,2,1,ANOUANOU
1005.402.228,2,1,HATON Business
1005.405.097,2,1,Laurence Coppens psycholoog-seksuoloog-relatie- en gezinstherapeut
1005.407.176,2,1,David Lavreysen Architectuur
1005.407.176,2,2,DLA
1005.409.453,2,1,M.A. DECO
1005.441.721,2,1,UMA
1005.453.203,2,1,KABUL FASHION CENTER
1005.453.203,2,2,K.F.C.
1005.455.280,2,1,CURLY+
1005.455.478,2,1,NASAELEKTRO
1005.465.673,2,1,KYS GROUP
1005.482.006,2,1,"Vereniging van Mede-eigenaars ""Residentie LUCIA"" gelegen te 2060 Antwerpen, Viaduct-Dam 104-106"
1005.620.576,2,1,SDK GROUP
1005.734.206,2,1,Antwerpse Aannemingen
1005.740.738,2,1,"Vereniging van Mede-eigenaars van het gebouw Rotterdamstraat 79/81 gelegen te 2060 Antwerpen, Rotterdamstraat 79/81"
1005.743.708,2,1,GUN FACTOR
1005.743.708,2,2,GF
1005.743.708,2,3,GLADYS FERRO
1005.746.874,2,1,"Vereniging van Mede-eigenaars van de Residentie 'NOVA' gelegen te 2060 Antwerpen, Lange Van Bloerstraat 136"
1005.750.042,2,1,KUUN
1005.890.196,2,1,"""Vereniging van mede-eigenaars van het gebouw te 2060 Antwerpen, Rupelstraat 25."""
1005.903.658,2,1,Alrodex
1005.916.427,2,1,AL HORIZON TECH CO
1005.974.429,2,1,"""Vereniging van mede-eigenaars van het gebouw gelegen te 2060 Antwerpen, Osystrraat 32."""
1006.080.436,2,1,Zambezi Holdings
1006.218.810,2,1,Elias Van Orshaegen
1006.249.393,2,1,DREAMLINES
1006.254.244,2,1,C&S Managing
1006.259.390,2,1,Mamadou Authentic Shop
1006.387.965,2,1,WATANY
1006.418.352,2,1,KINECORNER ANTWERPEN
1006.496.348,2,1,Artemis 95
1006.546.927,2,1,"Vereniging van mede-eigenaars ""Residentie 30 Noord"" gelegen te 2060 Antwerpen, Maasstraat 30-34"
1006.645.214,2,1,NOVA
1006.672.334,2,1,Lilou Antwerp
1006.771.512,2,1,Rachial
1006.830.108,2,1,JASHARI
1006.868.017,2,1,Arits Watches & Co.
1006.968.777,2,1,BOBBY WORLD
1007.055.285,2,1,L'itch
1007.055.681,2,1,DBMAX SOLUTION
1007.154.067,2,1,ACROSS
1007.176.734,2,1,Fleur au fusil
1007.203.260,2,1,Marita De Koster
1007.283.335,2,1,ALDO STRAAL- EN GEVELWERKEN
1007.291.649,2,1,"Vereniging van Mede-eigenaars van het gebouw Violetstraat 17 gelegen te 2060 Antwerpen, Violetstraat 17"
1007.293.233,2,1,The Goodlife projects
1007.314.613,2,1,MY HOME 11
1007.347.275,2,1,Nyame Akwan Fun Club België
1007.347.275,2,2,Nyame Akwan
1007.520.885,2,1,WANGSO
1007.549.886,2,1,"Vereniging van Mede-eigenaars van het gebouw 'Osystraat 43' gelegen te 2060 Antwerpen, Osystraat 43"
1007.557.410,2,1,LA LA
1007.605.910,2,1,CODELINKS
1007.657.873,2,1,Mahlna
1007.675.689,2,1,TIMMERMANS & VAN HISSENHOVEN
1007.700.831,2,1,VIGGOSKAR
1007.734.879,2,1,"De vereniging van mede-eigenaars van het gebouw ""ZEILSTRAAT 49"" gelegen te 2060 Antwerpen, Zeilstraat 49."
1007.779.223,2,1,YLM
1007.800.306,2,1,DIGITAL INTERACTIVE VENUE
1007.948.081,2,1,Cosmobrand
1007.966.887,2,1,AYSA TEKIN
1008.088.039,2,1,Haute Matter
1008.190.680,2,1,Tricool
1008.214.040,2,1,Yes In
1008.304.904,2,1,DAG FOOD
1008.434.170,2,1,Henri B
1008.490.093,2,1,Cyber Cowboys
1008.729.130,2,1,EXPRESS GUMMARUS
1008.766.445,2,1,SIBLINGS FRESH
1008.810.193,2,1,FILLPACKO
1008.893.931,2,1,Living The Dream Productions
1008.948.963,2,1,Ariana Market
1008.993.406,2,1,ARSHAD
1009.017.952,2,1,"Vereniging van Mede-eigenaars Residentie ""Twee Netenstraat 3"" gelegen te 2060 Antwerpen, Twee Netenstraat 3"
1009.064.967,2,1,DE SCHORPIOEN COMPANY
1009.106.242,2,1,ELEND KAPPER
1009.135.540,2,1,FAT
1009.150.584,2,1,Ghalinet
1009.182.357,2,1,GAZA MARKET
1009.182.654,2,1,LAA BUILDING
1009.220.662,2,1,TOPOY
1009.242.636,2,1,House of Hope
1009.242.636,2,2,HoH
1009.283.515,2,1,Liberty Group
1009.293.116,2,1,Y.A. Firm
1009.356.264,2,1,DMV Immobiliën
1009.442.376,2,1,EUROPEAN COLLABORATIVE INSTITUTE
1009.442.376,2,2,E.C.I.
1009.444.653,2,1,ASA BEAUTY
1009.466.429,2,1,Lado Luminoso
1009.568.476,2,1,La Technique des Travaux
1009.701.803,2,1,Psychologenpraktijk Bayaan
1009.716.946,2,1,DATERNA
1009.733.178,2,1,NADIM-BV
1009.745.650,2,1,CarRaph
1009.762.080,2,1,VOET OBJECTS
1009.885.509,2,1,FONKEL
1009.907.382,2,1,M S M TEAM
1009.930.148,2,1,Dr. Kirsten Saevels
1009.935.096,2,1,Thai Spice Chili
1009.935.096,2,2,T.S.C.
1009.935.492,2,1,Zerazhnz
1009.935.492,2,2,ZERA Step
1009.961.624,2,1,café Mokita
1009.977.163,2,1,LouLouGlow
1009.997.652,2,1,Namaste Belgium vzw
1010.057.238,2,1,LISSIS
1010.074.658,2,1,Topeople
1010.100.491,2,1,One Digital Group
1010.315.574,2,1,AFGHAN DELIGHTS
1010.339.132,2,1,SAUPIN DATA SOLUTIONS
1010.495.421,2,1,IMMIGRATIE EN INTEGRATIE
1010.529.172,2,1,RUZGAR12
1010.612.019,2,1,Aftertones
1010.689.421,2,1,Elmez Solutions
1010.750.688,2,1,TAKTIKA
1010.848.183,2,1,OFF THE WALL
1010.907.670,2,1,NAJAAH
1011.006.452,2,1,MetaData
1011.017.142,2,1,HAIFA TRADING
1011.170.164,2,1,D.GROUP
1011.219.654,2,1,Planzz
1011.261.325,2,1,NEW HUNG WAH MANAGEMENT
1011.317.743,2,1,Olensky Enterprise
1011.319.525,2,1,RMJ Concept
1011.320.515,2,1,FASG Contractors
1011.320.812,2,1,ABQ COMPANY
1011.365.946,2,1,Het Gedacht
1011.473.438,2,1,Ignite.
1011.507.981,2,1,EUROPEAN MIX
1011.533.519,2,1,Bravous
1011.551.434,2,1,VOLTA
1011.552.226,2,1,COVOLT
1011.593.402,2,1,AH Finance
1011.641.407,2,1,Aghan
1011.642.395,2,1,JIA HE
1011.650.810,2,1,Taboe services
1011.676.445,2,1,"Vereniging van Mede-eigenaars van het gebouw 'Van Arteveldestraat 26' gelegen te 2060 Antwerpen, Van Arteveldestraat 26"
1011.736.625,2,1,Clearmoves Aligners
1011.760.577,2,1,DEBECO
1011.801.258,2,1,Looyens & de Koning
1011.837.088,2,1,Chohan Management
1011.859.062,2,1,AQSA
1011.859.062,2,3,WATAN SUPERMARKET
1011.930.031,2,1,VROEDVROUW CHAIMA
1011.955.270,2,1,Richard
1012.046.332,2,1,Passing Time
1012.078.697,2,1,MRYM
1012.232.810,2,1,REELTIME
1012.258.742,2,1,Sir OJ
1012.395.928,2,1,Lodewijk - Robert - Maria
1012.418.593,2,1,VNT Bouw
1012.512.130,2,1,TURAS
1012.517.078,2,1,MSA BRUXSEL
1012.560.828,2,1,Sherpa Enterprises
1012.599.628,2,1,Ernestine
1012.618.137,2,1,MR. FAVOR
1012.618.137,2,3,MR. FAVOR
1012.686.532,2,1,Dokter Barbara Favier
1012.777.493,2,1,"Vereniging van Mede-eigenaars Residentie ""Van Maerlantstraat 68"" gelegen te 2060 Antwerpen, Van Maerlantstraat 68"
1012.831.537,2,1,T & B Projects
1012.831.537,2,3,Antwerp Splatter Studio
1012.913.689,2,1,WYLI
1013.083.143,2,1,"Vereniging van Mede-eigenaars van het gebouw Dambruggestraat 44-46-48 gelegen te 2060 Antwerpen, Dambruggestraat 44-46-48"
1013.118.973,2,1,El Tio
1013.351.377,2,1,InMac
1013.371.470,2,1,BURO2050
1013.386.021,2,1,EVO
1013.399.481,2,1,Dr. Bijnens
1013.474.311,2,1,ROYAL RIF
1013.528.254,2,1,"Vereniging van Mede-eigenaars van het gebouw ""Bisschopstraat 42"" gelegen te 2060 Antwerpen, Bisschopstraat 42"
1013.552.406,2,1,ALS KAP
1013.625.353,2,1,Athena-Open Leercentrum vzw
1013.705.131,2,1,Shop & Shop
1013.707.804,2,1,Taste The City
1013.760.262,2,1,ELBO ESTATE
1013.760.262,2,3,ELBO ESTATE
1013.801.339,2,1,KOOBA
1013.836.872,2,1,PRECIOUS PALACE
1013.883.095,2,1,Collectief van Senegalese in Antwerpen
1013.883.095,2,2,CoSA
1014.089.963,2,1,"Vereniging van Mede-eigenaars van het gebouw Carnotstraat 70 gelegen te 2060 Antwerpen, Carnotstraat 70"
1014.144.896,2,1,JOHN
1014.375.421,2,1,Pustjens Consulting
1014.403.828,2,1,Carmotive
1014.476.082,2,1,LELA
1014.495.383,2,1,Bakboord services
1014.526.661,2,1,DR. KINDERPSYCHIATER LK
1014.680.673,2,1,OMNIFLEX
1014.720.958,2,1,Bosmarter
1014.737.982,2,1,EXPRESS 247
1014.793.016,2,1,ATLAS HOME
1014.818.354,2,1,Thomas Schell
1014.834.784,2,1,Advocatenkantoor Frederik Van den Abeele
1014.834.784,2,2,Frederik Van den Abeele
1014.869.230,2,1,Ariana Afghan
1014.869.230,2,3,Kabul Restaurant
1014.983.551,2,1,Ursula vzw
1014.996.716,2,1,UroVitaal
1015.012.057,2,1,GARO TOMBAZIAN ENGINEERING DESIGN
1015.035.219,2,1,MI-Construct
1015.060.359,2,1,Shed
1015.116.975,2,1,ACAR Investments
1015.120.737,2,1,NELEX
1015.205.859,2,1,Biteki
1015.220.608,2,1,Stanka Consult
1015.244.956,2,1,Marvas Invest
1015.524.573,2,1,F.C. dolly shot
1015.581.783,2,1,JM Global Consultancy
1015.586.733,2,1,Sinefield
1015.701.747,2,1,GYOJASANG ANTWERP KEYSERLEI
1015.788.849,2,1,Babu-Enterprise
1015.789.245,2,1,Rose Events
1015.814.385,2,1,MAWLA SERVICES
2.000.244.621,2,3,VAN HULLE SHIPSUPPLIERS IMPORTERS-EXPORTERS
2.001.617.665,2,3,CAFE CARLTON
2.001.734.065,2,3,SCHILDERBEDRIJF VAN MIEGHEM
2.001.749.111,2,3,BRESSELEERS
2.001.992.601,2,3,WOONINRICHTING
2.002.867.480,2,3,APOTHEEK DE MOOR
2.003.187.778,2,3,ETABL. DE RONDE & DRUBBEL
2.003.341.988,2,3,MARINZEE
2.003.716.330,2,3,F.L. VANDENDRIESSCHE & CO
2.003.773.045,2,3,ALDI MARKT
2.003.773.738,2,3,ALDI MARKT
2.004.060.481,2,3,L'IDEAL-INTERNATIONAAL
2.004.266.953,2,3,Bureau Voor Technische Controle
2.006.318.009,2,3,MATRO
2.007.244.556,2,3,ALG. Bouwwerken GDP
2.007.528.331,2,3,COIFFURE MARYSE
2.008.980.064,2,3,AKSCENT-ON-ADVERTISING
2.009.105.273,2,3,PAUWELS NV
2.010.212.954,2,3,CAFE ONDER DEN TOREN
2.010.538.301,2,3,ZAKENKANTOOR VAN LOOVEREN EN C
2.010.541.764,2,3,KARTONNAGE WOUTERS OPUOLGER LI
2.010.604.023,2,3,CAFE FIFTY FIFTY
2.010.704.288,2,3,GLOBAL
2.011.680.228,2,3,LUCIFER
2.011.811.078,2,3,Cuylaerts
2.011.970.535,2,3,FASHION CLUB 70
2.012.410.894,2,3,SERVICE ORGANISATIE NASCHOLING JOINT-VENTURE EN ADMINISTRATIE
2.012.429.108,2,3,Herfurth Group
2.013.647.150,2,3,SERVIBO BVBA
2.013.706.142,2,3,ABC
2.014.306.156,2,3,Spllendor
2.014.659.712,2,3,G. VLAMINCK EN ZONEN BVBA
2.014.789.671,2,3,JUNSEN EN KING S SQUARE
2.015.882.506,2,3,GUM
2.017.269.705,2,3,Bakkerij J. Van den Eynde en Zoon
2.017.585.647,2,3,DELTA CONTAINER SERVICES
2.018.792.011,2,3,REMOLYAN
2.018.836.452,2,3,DISCOBAR STUDIO R.V.D.
2.019.271.962,2,3,ZAKENKANTOOR CASSIERS
2.020.120.416,2,3,AVceramics
2.020.935.810,2,3,WABI INTERNATIONAL NV
2.021.068.244,2,3,I P C
2.021.960.842,2,3,DEN BEER
2.021.964.109,2,3,N W L PRODUKTIE
2.022.355.968,2,3,FEKA
2.023.613.604,2,3,PARDAF BVBA
2.023.705.555,2,3,FOEK WING
2.024.107.116,2,3,KAPPERSTEAM FEULINGHX
2.024.148.587,2,3,ANNY BLATT
2.025.105.721,2,3,ROGER DUBOIS BVBA
2.026.058.103,2,3,AROMA
2.026.081.461,2,3,DE KLAMPER
2.029.456.863,2,3,VLEESGROOTHANDEL
2.029.491.210,2,3,CLASSIC REPRODUCTIONS OF ENGLA
2.029.621.466,2,3,MEUBELEN CHICO
2.029.757.266,2,3,D. L. INTERNATIONAL
2.030.147.246,2,3,SAUBAVAR BVBA
2.030.408.156,2,3,GEBROEDERS DE RAEYMAEKERS NV
2.030.431.912,2,3,DANIEL DERYCKER
2.032.500.188,2,3,AUTOCARS VERBEECK
2.032.697.455,2,3,TALKIES
2.032.697.554,2,3,DEN BLOKKER
2.033.010.132,2,3,GANDATRADE
2.033.527.596,2,3,SUN WAH SUPERMARKET
2.033.566.101,2,3,AMINA
2.033.584.808,2,3,Standaard Uitgeverij
2.035.045.647,2,3,HAVAS TOURISME
2.035.304.577,2,3,DVG Construct
2.035.438.793,2,3,NOSTALGIE MUSIC PRODUCTIONS
2.035.517.878,2,3,EUROSIL-SHOP
2.036.056.130,2,3,EXIM BVBA
2.036.929.229,2,3,FOLIEKE PLUS-FOLIES PLUS
2.037.244.676,2,3,HERFURTH & CO
2.037.449.465,2,3,LIMAGO
2.039.094.111,2,3,ALL-TRASCO
2.039.099.158,2,3,ETOS
2.039.608.706,2,3,Mimesis
2.039.699.667,2,3,MEUBELEN BELGICA
2.039.732.034,2,3,ECI BELGIE
2.039.993.934,2,3,ABUDYCK NV
2.040.268.108,2,3,LES ROUTIERS
2.040.720.345,2,3,PATIMBO CV
2.040.732.916,2,3,D.I.I. NV
2.041.043.613,2,3,KATOEN NATIE CUSTOMS SERVICES
2.041.056.578,0,3,Inmac
2.041.697.669,2,3,WESAT
2.042.197.616,2,3,HENDRICKX ELEKTRO
2.042.270.662,2,3,TDS
2.042.850.880,2,3,HIDI
2.042.997.073,2,3,DELTA BELGIUM
2.043.007.565,2,3,Zeeman textielSupers N.V.
2.043.141.088,2,3,Z.E.M.
2.043.311.631,2,3,BUREAU A. DE WAELE
2.043.447.431,2,3,LIFT CONSTRUCT BVBA
2.043.745.458,2,3,LF-Projects
2.043.874.627,2,3,NV B. AKKERMANS KEUKENS
2.044.387.836,2,3,FAN ENTREPRISES
2.044.528.881,2,3,NV ARTIMMO
2.044.719.022,2,3,FRITUUR SKYLINE
2.044.719.022,0,3,'t Paveljoentje
2.044.879.566,2,3,SERMAR
2.045.138.003,2,3,TORUS
2.045.454.539,2,3,C.P.I.
2.045.634.879,2,3,DIXY
2.046.122.651,2,3,VERRAS
2.046.205.892,2,3,Master Match Technics
2.046.281.316,2,3,BENTO'S HAIR CENTER
2.046.590.924,2,3,MUZAFFAR CIE
2.046.964.175,2,3,EROTIEK INTERNATIONAL
2.047.330.696,2,3,AUTOHANDEL JACK
2.047.457.786,2,3,Marhaba G G
2.047.579.631,2,3,BICL II
2.047.582.007,2,3,GOLDEN OLDIE
2.047.722.359,2,3,ELVEE CASA SEDE
2.048.213.990,2,3,MELLBAU SCHMIDT
2.048.940.106,2,3,CLUB GREEN CORNER
2.049.310.585,2,3,JOLU-RENT
2.049.349.088,2,3,FIRST CLASS
2.049.701.159,2,3,MERABI
2.050.558.818,2,3,HQ Painting Industrial
2.050.634.339,2,3,ASIA FOOD
2.051.224.950,2,3,FlowDynamic
2.051.797.943,2,3,DE KROON
2.052.736.368,2,3,PEACOCK TRANSLATIONS
2.053.463.769,2,3,ANADOLU CVBA
2.053.887.995,2,3,DIMAS
2.082.615.140,2,3,GENERALTEST
2.082.653.445,2,3,KOK MING NV
2.082.823.194,2,3,PERRY-S FRUIT
2.083.060.845,2,3,FIRST
2.083.078.562,2,3,LIFE FACILITIES
2.083.158.241,2,3,CENTRAL
2.083.704.015,2,3,PAK ROYAL INTERNATIONAL
2.084.091.718,2,3,ANGELOS
2.084.260.873,2,3,ERTEX
2.084.724.196,2,3,'T BOOTJE
2.085.898.193,2,3,HOUTINTERIEUR BVBA
2.085.921.949,2,3,VISUM PRODUCTIONS
2.085.958.472,2,3,SCHUMACHER YVES
2.086.249.571,2,3,Traxlars Logistics
2.086.393.784,2,3,WRECKORDS
2.086.615.894,2,3,AIROC
2.086.628.366,2,3,FIRAT
2.086.628.564,2,3,DE TALISMAN
2.086.716.953,2,3,O CASTICO
2.087.511.660,2,3,MIDAS
2.088.959.831,2,3,PYTHAGORAS PARTICIPATIONS
2.089.160.165,2,3,HET DOLLE BROODJE
2.089.366.439,2,3,PEREIRA LOPES
2.090.355.443,2,3,Van Mossel VMS Antwerpen
2.090.616.848,2,3,INVEST 2010 NV
2.090.764.130,2,3,FASHION PR BENELUX
2.091.318.020,2,3,HARRAS
2.091.709.384,2,3,MEDIAMAN BVBA
2.095.386.575,2,3,ESTRELA DO MAR
2.095.481.595,2,3,BACCO
2.095.590.572,2,3,Barcelona
2.095.690.146,2,3,PAMUKKALE INTERNATIONAAL EXPORT
2.096.114.966,2,3,FCM Travel Solutions
2.096.367.463,2,3,TERRA PLANET
2.097.181.471,2,3,DE COCK & PARTNERS
2.097.695.571,2,3,D & I
2.097.827.116,2,3,Stijnson
2.099.415.441,2,3,Harput
2.099.732.571,2,3,LOBROECK COMM.VA
2.099.868.470,2,3,Bouwonderneming BKMS
2.100.076.130,2,3,BEST FOOD
2.100.139.872,2,3,T-BROS
2.100.365.645,2,3,PLOY PHOTCHANA
2.100.663.474,2,3,TEMPERA
2.100.976.547,2,3,FERANT NV
2.100.985.455,2,3,Osi
2.101.396.617,2,3,KOOPHANDEL NATIE BEHEER II
2.101.604.275,2,3,Labworx
2.101.932.392,2,3,GSI BVBA
2.101.955.653,2,3,TOMMY Y.
2.102.019.692,2,3,FORKLIFT RENT
2.102.026.325,2,3,Katoen Natie
2.102.842.313,2,3,ELITE PALOUME FORWARDERS
2.102.908.530,2,3,OETANG'S
2.103.327.313,2,3,CAFE PLANTIJN
2.103.921.189,2,3,T KADOKE
2.104.929.296,2,3,PATISSERIE FERNADEZ
2.106.233.254,2,3,M M T
2.106.849.797,2,3,IPF
2.107.285.408,2,3,OPTHOPEDISCH HUIS
2.107.611.545,2,3,HET VOSSENHOL
2.107.836.130,2,3,DIANA
2.108.074.670,2,3,MAYFAIR
2.108.225.516,2,3,HONEY MOON
2.108.755.452,2,3,THE BUTLER
2.108.962.023,2,3,REST MAMA MIA
2.109.342.895,2,3,GALLERY MARTIN
2.110.201.247,2,3,INTER ACT BELGA
2.110.660.513,2,3,BOOP'S
2.110.806.805,2,3,A CASA DO VELHO SYMPATHIQUE
2.111.141.157,2,3,LUDOVIC D
2.111.427.110,2,3,LE POETE
2.112.106.110,2,3,TEA EN KOFFIE ROOM
2.112.106.209,2,3,COOK'S
2.112.254.875,2,3,FRITUUR CARLOS CONQUILHA
2.112.365.535,2,3,ECP
2.112.509.550,2,3,A.R. PROGRAM
2.112.628.524,2,3,TALOS
2.112.675.836,2,3,AMWAY
2.112.720.673,2,3,J.H. SCHELL
2.112.795.305,2,3,TRANSPORTS GONCALVES T.5.
2.112.836.578,2,3,SCHOENHANDEL VAGO
2.112.883.296,2,3,AFRICAN-FOOD
2.112.924.571,2,3,FALCON INTERPRICE
2.112.973.665,2,3,AFROSIA SUPERMARKET
2.112.995.243,2,3,CAFE-CLUB-58
2.113.063.242,2,3,ATLAS-SPORTA
2.113.084.523,2,3,PERSOONLIJKE ALARM TECHNIEKEN
2.113.250.809,2,3,HET STOELTJE
2.113.274.761,2,3,AVANTAGE-C
2.113.283.174,2,3,PANORAMA
2.113.312.868,2,3,ALEX SHOP
2.113.569.622,2,3,SNACK BOULEVARD
2.113.626.337,2,3,VAN LOOVEREN & PRINCEN
2.113.660.979,2,3,PARREIRA PIRES ANTONIO JOAQUIM
2.113.681.270,2,3,LUC VAN LOOVEREN
2.114.303.555,2,3,MOBY DICK
2.114.425.004,2,3,CRES²
2.114.550.213,2,3,RABUN
2.114.816.467,2,3,DE KROON
2.115.367.585,2,3,KATSCOM INTERNATIONAL
2.115.464.189,2,3,Foto & Telecom
2.115.557.627,2,3,ZANGRA
2.115.749.449,2,3,DESIGNCENTER DE WINKELHAAK
2.115.853.080,2,3,ANIGA BOUTIQUE
2.115.916.230,2,3,Western Union Retail Services Belgium
2.115.945.330,2,3,Promo Stock
2.116.033.521,2,3,FASHION CLUB AGENCY MANAGEMENT
2.116.407.069,2,3,KILA
2.116.407.069,4,3,ULTRAHOST
2.116.407.069,0,3,T-Kila
2.116.780.223,2,3,GROEP DELTA VIS : DE ZWALM
2.117.628.576,2,3,VARO S VINOTHEEK
2.118.309.457,2,3,ANVACO AG KINGSSQUARE JUNSEN
2.118.344.693,2,3,BARIE
2.118.368.449,2,3,CARMENCITA
2.118.833.059,2,3,MATADI
2.119.144.350,2,3,LE SAIGON
2.119.548.879,2,3,KING RICHARD
2.120.200.858,2,3,PLAYBOY
2.120.440.982,2,3,BOEKHOUDKANTOOR PEETERS
2.120.785.630,2,3,C VAN WINKEL PEDICURE
2.120.823.737,2,3,DE VLIER
2.121.139.085,2,3,GUY-SOFT
2.121.478.288,2,3,ASIA TRADING
2.121.900.140,2,3,CROES JULIEN
2.121.907.464,2,3,SCHOENHANDEL VA.GO
2.122.084.143,2,3,GLOBAL
2.122.161.050,2,3,SOPHIA'S
2.122.184.509,2,3,VDH-SYSTEMS
2.122.459.275,2,3,BULKLINE IMPORT & EXPORT
2.122.482.140,2,3,BEAUTY SHOP
2.122.629.323,2,3,SKY-NET
2.123.230.525,2,3,LK Fashion Agency
